5.03	77.47
4.72	66.2
5.04	47.49
5.58	73.33
5.28	79.3
5.65	64.4
4.88	56.34
5	53.29
5.7	102.03
5.86	91.12
5.38	52.83
5.47	41.7
4.22	78.62
5.08	65.97
5.69	123.7
5.6	91.74
5.78	85.61
5.18	46.59
5.25	91.4
4.84	84.7
5.7	129.33
4.13	92.12
5.26	60.27
5.35	49.24
5.34	100.89
5.39	46.23
5.69	72.73
5.12	58.8
5.96	69.4
4.59	98.34
4.49	85.16
4.66	78.77
5.84	122.77
4.34	79.25
4.5	92
4.61	61.88
4.8	62.84
4.92	100.74
4.54	59.37
4.48	64.91
5.2	76.42
5.68	77.38
4.48	83.33
5.95	67.89
5.29	91.6
5	69.5
4.57	77.71
4.91	97.18
4.25	69.43
5.63	73.21
4.83	81.7
5.76	111.4
4.78	100.96
5.08	102.75
4.88	54.21
5.97	83.95
4.33	67.55
4.13	65.27
5.9	102.33
4.57	95.85
5.17	46.36
5	88.67
5.2	85.95
4.59	76.78
4.15	97.86
4.2	66.71
5.06	57.99
4.96	50.71
4.42	55.04
5.71	111.32
4.25	77.5
5.99	74.45
5.99	118.25
5.5	103.59
5.97	101.19
6	58.96
5.32	56.63
4.96	90.52
4.59	56.06
5.14	83.59
5	78.7
4.23	82.22
4.96	56.59
5.91	118.85
5.46	104.29
5.26	65.13
4.66	72.16
4.59	52.19
5.91	112.98
5.2	50.72
4.8	49.01
4.95	71.58
4.51	86.59
4.17	70.77
4.12	76.01
4.49	83.2
4.85	76.61
4.16	92.66
5.57	116.06
4.6	49.94
4.74	64.92
4.72	75.87
4.41	94.5
4.88	104.4
4.51	94.12
4.48	98.75
4.9	99.76
4.99	80.8
4.75	66.54
4.16	61.83
4.58	58.73
4.27	46.41
4.56	75.61
5.92	82.29
5.4	48.33
4.55	87.57
4.51	48.31
4.91	66.95
4.37	62.31
4.35	43.07
5.19	65.7
5.76	103.77
5.36	51.96
5.9	128.82
5.58	117.83
5.85	53.97
4.48	75.18
5.11	54.84
6.1	64.62
4.19	60.67
4.69	52.09
6.06	85.56
4.66	79.15
5.72	59.06
4.2	88.03
6.07	105.03
4.54	96.34
5.83	61.66
4.14	82.17
4.83	71.59
4.31	61.8
4.89	48.27
4.21	102.5
5.85	100.31
4.76	48.59
5.66	78.61
5.7	62.67
5.48	98.15
4.98	103.53
5.33	67.91
4.62	96.82
5.95	123.46
4.6	85.3
5.08	87.74
4.33	84.23
5.63	51.01
4.26	101.34
4.85	72.54
4.35	97.17
4.8	96.76
5.41	50.68
4.28	103.89
4.89	67.52
4.43	104.81
5.4	62.09
5.53	79.15
5.64	116.26
6.02	128.76
5.14	74.69
4.82	57.8
4.36	67.37
6.01	65.11
5.05	90.55
4.5	51.68
5.92	83.88
5	43.27
4.75	61.29
4.5	93.53
5.24	83.46
5.08	84.62
4.26	93.13
4.89	94.76
4.83	46.69
5.65	53.43
5.86	77.2
4.46	81.58
4.29	99.36
4.89	100.12
4.77	42.12
5.05	95.92
4.59	84.62
5.45	72.31
5.58	53.72
4.52	64.97
4.45	44.12
5.38	72.5
4.51	85.73
6.05	68.87
5.55	98.34
4.78	87.76
4.69	76.03
4.79	63.49
6.04	67.54
5.57	52.64
4.33	48.58
5.4	75.95
4.99	89.97
4.4	64.01
5.01	57.47
5.54	99.74
5.21	63.4
4.29	53.77
6.03	95.87
4.99	46.25
5.22	101.87
5.25	96.64
6.01	61.24
5.25	56.37
5.64	95.14
5.02	98.75
5.63	117.16
5.39	53.5
4.89	104.06
4.53	58.12
4.74	76.22
5.03	81.09
5.46	41.56
5.1	69.7
5.83	85.92
4.24	84.54
5.56	84.06
5.95	52.08
4.91	92.39
5.15	42.05
5.48	69.56
5.12	45.08
5.84	85.42
5.05	62
5.51	124.84
4.28	99.56
5.31	56.07
5.95	63.03
4.62	63.3
4.61	63.19
4.32	96.38
4.14	83.21
4.83	56.2
4.14	51.27
5.42	43
4.91	102.07
4.58	89.45
5.91	121.54
5.66	111.85
5.87	101.08
5.73	105.64
5.05	84.11
4.32	76.14
6.02	78.93
5.83	99.54
4.39	49.38
5.53	51.47
4.11	85
4.11	77.75
4.69	58.71
4.8	60.93
5.35	68.21
4.8	99.27
4.83	50.85
5.56	84.88
6	101.79
4.37	95.78
4.46	58.98
4.73	86.17
4.95	61.89
4.26	52.47
6.09	112.08
5.42	99.67
5.88	53.97
5.52	107.45
5.28	104.89
5.75	62.58
4.92	83.18
5.12	103.55
6	103.18
6.02	118.36
5.56	75.32
4.42	84.64
5.6	84.39
5.07	44.67
5.74	110.42
5.28	79.75
4.59	80.31
6.07	87.08
4.75	58.42
4.47	55.78
5.72	65.43
4.68	58.99
4.93	56.21
5.9	113.27
5.44	100.5
5.79	87.47
5.84	102.4
5.3	58.38
4.29	64.59
5.69	70.47
5.85	95.48
4.78	91.58
5.35	102.12
5.97	100.31
4.83	91.83
